X,Y,Z
-0.004366082620507241,-0.0001695289085985435,5.251785201220693e-06
-0.004877174925683289,-0.0006958849561082687,3.0918202598778765e-08
0.004088825716903209,-0.001727431247399981,-7.5324019553471875e-06
-0.0024085284463261775,0.0023368733841286965,4.172132116072122e-05
-0.0025575477969527454,-0.0006755796161541061,8.15223586984462e-05
-0.003993183605963905,-8.533879294459505e-05,-7.249759974317179e-05
0.004357073858774987,0.0019241046928410014,6.850525223078683e-05
0.0017859748564913866,0.002524546982954491,6.04258851818744e-05
0.005978219602976837,-0.0010099524533544785,0.00018479312330650974
0.001584003581426652,-0.0029461736381437738,0.0001507654151258536
-0.000578410595065748,-0.003507716706163328,4.7466687118448256e-05
-0.00013057470925909387,-0.0024057659253682007,2.7138827957714047e-05
-0.0006843406185276237,-0.0033934402395268516,7.843834501851285e-05
-0.0006928231526805921,-0.0031424359445949455,-2.3911268798741563e-06
-0.0020113719034543748,-0.005594564794527375,6.980129564810056e-05
-0.0008027587993251921,-0.0026839118147255216,0.00011985017192296512
-0.0021500796623007954,-0.0033449006662906685,6.521631576149161e-05
-0.0003892979592989412,-0.0017565012554970729,1.985190226539621e-06
-0.000985539937832877,-0.003784596920820743,-5.9017505671204265e-05
0.00018550110321050202,-0.0020933502516182682,3.823775251718281e-05
-5.691712964385069e-05,-0.0037915073444705133,-8.844546641195704e-05
0.0008017740705510792,-0.002025098554476718,8.361346804793915e-05
-0.0007605116664784018,-0.003235684693981322,-0.00013465626495276126
0.0002745228160807967,-0.0015521193871669665,0.00014101919128008578
-0.0007236452016048761,-0.0032687521994024145,4.9604514213024233e-05
0.0015215175468046172,-0.0017285592774086667,9.633391864058469e-05
0.0001766466024036103,-0.0028297391328368088,-0.00012998332202066504
0.002001706202232327,-0.00012563278517236986,0.00012781105080758706
-0.0013302639868146362,-0.002357275553779182,-3.5402588768500666e-05
0.001133877159567253,-0.002920849797067667,2.1556254900694504e-05
-0.0015309363696704035,-0.003920389521970418,-5.945232581598103e-05
0.001478633567878412,-0.002192999567791157,0.00016398328966214565
-0.0004033026838232598,-0.0032688513272450983,-0.00011737238208358065
0.0011654788121170045,-0.0027915632409745528,7.018263387342173e-05
-0.0008538017779007218,-0.003374529332216701,-0.00017750316687085445
0.002142599118691801,-0.004265925629122866,6.160689258515834e-05
0.0015151631811672326,-0.003702980752117956,-4.3374012986246974e-05
0.0020419003846578157,-0.0027630176017329876,-0.00010304708914291234
0.0009808451885217715,-0.002715963809142342,-0.00014920348856460974
0.002239450360508808,-0.003540369731085535,4.4244473793199097e-05
0.0003700474909478457,-0.0024773552973345234,7.866959927732038e-05
0.0002488380366238867,-0.0024292232250596865,-8.210950356701847e-05
-0.000446560728904683,-0.00432043459082726,-4.67348992142131e-05
-0.0003272520177026177,-0.0008232246016242399,1.2669131430993002e-05
-0.0036889078977092827,-0.0018776450930559762,1.9126621431345117e-06
-0.006836510888839804,0.004077552181816865,-2.273284547607531e-05
0.0008918193657196226,0.0040352419611098395,-2.067625658350355e-05
0.00031106860704449167,0.001151537691186676,-0.00012949190678124877
-0.0003437457338429944,0.0011371941608027466,3.78616379112068e-05
-0.0006474146574110178,0.0014233047229816826,6.509281987458754e-05
0.0005089714618202052,-0.0006531734139038084,7.70993116318915e-05
0.0013610085508025573,0.0015277647015177413,-1.3253502103258092e-05
-0.0007028241965005678,0.0012137256192230092,-8.390897133663313e-06
3.113942676662512e-05,0.000879612078887996,-3.233881115079598e-06
7.565364966216555e-05,0.0025204687184390406,8.148343566676741e-05
-0.0004699163383863069,0.0026445099808285744,-9.43397481324029e-05
-0.0005634503604693943,0.0008885667375633044,1.4049030568290812e-05
0.0006649723120891551,-0.0005026759680531706,7.97999477048192e-05
-0.0006289302741581592,0.001748270764702304,0.0001867608850406395
-0.0010108946817292382,0.0026137278631940242,-2.290748103931873e-06
-0.00017362746366418228,0.00036353184326915616,-2.714309322058801e-05
-6.77348523320753e-05,0.0003962932541208254,0.00022636162848607222
-0.0009567813787461055,0.002468176108102603,0.00017867020847961497
-0.0012644628962947292,0.0007688348808465311,-4.704731065172459e-05
-0.0018447375905788275,0.003287036412399531,-0.00012819319583041918
-0.0010602266539738907,0.002184096766680446,4.3480862333298366e-05
-0.00042601546627891036,0.0025961416254567907,0.00017090586252428987
-0.0020187650767646377,0.0025299247399459116,-1.2378998024401541e-05
-0.0006843641814995446,0.0007879483404651019,-0.00017163471658279074
0.001317053920399334,0.0029514931918825714,9.191107086048872e-05
0.00030510598105776423,0.0043581678983642845,0.00011916273712731959
-0.0007348388629954628,0.0033607692308194955,5.045775375982033e-05
0.0003878513654297764,0.0018208211533658751,-3.4784917242507453e-06
0.0010355881966470166,0.0017582780150978224,0.00011967969226087702
0.00040187879946492524,0.0015708522302828364,0.00011387985964328957
5.8075838335589915e-05,0.0014120381488395765,-2.093914183056938e-05
0.0010027336072951074,0.0009200765100439978,-0.00015424474098040008
0.0008151223092460162,0.001678311230377813,6.832373324259541e-05
0.0005472791209493096,0.0012919930611887465,0.0001171099363190562
-0.0009904532526451224,0.0013350169081011842,-3.366796533511289e-05
7.474997212861023e-05,0.0008699471241385906,-6.750137415337097e-06
-0.000622459006986431,0.0017942919511337097,0.00019348487320113621
-0.00019190282782361855,0.0009230274819433202,0.00020677600338286478
-0.0009553338282601892,-0.0004318086562967337,9.693183685906138e-05
