X,Y,Z
-0.0010285110678171043,0.0005378103758997192,-9.152475233967632e-05
-5.015112129724849e-05,0.003075612790119742,0.00014977133606701795
-0.0006166847104277062,0.002969367326248061,0.00020540776718969226
-0.001242054752152814,0.0013214880661339135,-5.9664921684711595e-05
-0.0026929062960228127,0.0023235203250915448,3.099553312389735e-05
-0.0017457834113980856,0.0021643038415280745,9.529568363376517e-05
-0.00022469725778253473,0.002285930575789459,5.262097058763512e-05
-0.0011390365147419515,0.0006766414641747638,-0.0002333850643098869
-0.0004376038820650726,0.0012011118578720602,-0.0001217129440397863
-0.0010000012629153743,0.0031027634388408956,3.2547534977117475e-05
0.00021194561831179858,0.0043911156135831905,0.0001392466882511138
-0.0011551736474401722,0.001942681892272975,-0.00010519150419309811
-0.0007762749869510373,0.001036015769894285,-8.1484429901449e-05
1.3474004431934014e-06,0.0019483169758526659,-5.0653733892511653e-05
0.00027659739959492557,0.0021026210455911253,-1.0347029886899136e-05
